order_id,customer_id,order_date,status,region_code
ORD00082,CUST0282,2024-11-17 12:07:36.760190,RETURNED,NORTH
ORD00083,CUST0294,2026-06-26 03:15:58.524392,PLACED,EAST
ORD00084,CUST0397,2025-12-04 20:53:57.997688,RETURNED,EAST
ORD00085,CUST0278,2025-06-13 21:20:51.302919,PLACED,WEST
ORD00086,CUST0280,2025-11-28 06:31:09.690181,SHIPPED,WEST
ORD00087,CUST0053,2024-07-21 10:49:58.889071,SHIPPED,EAST
ORD00088,CUST0448,2024-12-13 18:25:13.793901,PLACED,WEST
ORD00089,CUST0135,2025-09-10 05:34:04.960329,DELIVERED,NORTH
ORD00090,CUST0225,2025-03-07 13:00:07.491149,PLACED,SOUTH
ORD00091,CUST0108,2025-10-03 10:32:32.226942,RETURNED,EAST
ORD00092,CUST0441,2025-01-18 12:33:36.218359,RETURNED,WEST
ORD00093,CUST0085,2025-08-17 12:45:39.810057,RETURNED,SOUTH
ORD00094,CUST0402,2025-01-02 01:01:14.261889,SHIPPED,SOUTH
ORD00095,CUST0413,2025-06-22 03:00:41.479750,PLACED,EAST
ORD00096,CUST0273,2025-10-03 15:54:21.590265,DELIVERED,SOUTH
ORD00097,CUST0166,2025-04-06 02:49:02.665957,DELIVERED,EAST
ORD00098,CUST0294,2025-07-12 03:48:26.477767,DELIVERED,NORTH
ORD00099,CUST0070,2024-12-13 14:33:54.914781,CANCELLED,NORTH
ORD00100,CUST0142,2025-12-06 16:10:05.752617,SHIPPED,SOUTH
ORD00101,CUST0128,2025-04-10 18:45:52.273829,SHIPPED,EAST
ORD00102,CUST0425,2026-03-28 21:14:44.585943,SHIPPED,WEST
ORD00103,CUST0251,2025-02-02 01:56:29.630725,SHIPPED,EAST
ORD00104,CUST0322,2024-11-21 05:20:32.800363,CANCELLED,WEST
ORD00105,CUST0232,2024-10-16 14:40:47.112921,PLACED,NORTH
ORD00106,UNKNOWN,2025-09-06 11:53:08.639870,RETURNED,EAST
ORD00107,CUST0356,2024-12-26 18:44:00.144678,DELIVERED,WEST
ORD00108,CUST0487,2024-09-23 18:28:45.096536,CANCELLED,EAST
ORD00109,CUST0298,2025-01-26 00:13:44.399918,PLACED,NORTH
ORD00110,CUST0375,2025-01-01 01:38:02.176365,CANCELLED,EAST
ORD00111,CUST0436,2025-05-24 13:03:45.085239,PLACED,WEST
ORD00112,CUST0112,2025-04-17 01:04:31.679731,CANCELLED,SOUTH
ORD00113,CUST0254,2024-10-27 08:28:23.506601,DELIVERED,EAST
ORD00114,CUST0425,2026-06-13 10:55:54.439903,DELIVERED,EAST
ORD00115,CUST0281,2024-10-30 01:24:56.124879,RETURNED,SOUTH
ORD00116,CUST0290,2026-02-21 08:12:06.578451,CANCELLED,EAST
ORD00117,CUST0458,2024-11-18 00:00:00.000000,PLACED,NORTH
ORD00118,CUST0051,2025-07-12 18:19:12.409571,CANCELLED,NORTH
ORD00119,CUST0064,2026-07-10 01:19:18.914074,SHIPPED,WEST
ORD00120,CUST0234,2026-03-25 06:42:25.642469,PLACED,WEST
ORD00121,CUST0104,2025-07-25 11:31:44.235450,SHIPPED,EAST
ORD00122,CUST0082,2025-12-21 00:00:00.000000,DELIVERED,NORTH
ORD00123,CUST0336,2026-02-06 11:41:27.310707,DELIVERED,EAST
ORD00124,CUST0043,2025-02-16 23:39:57.954385,DELIVERED,SOUTH
ORD00125,CUST0027,2025-08-27 10:45:08.454951,CANCELLED,EAST
ORD00126,CUST0372,2025-08-31 14:36:47.028498,SHIPPED,WEST
ORD00127,CUST0336,2025-04-29 20:12:06.277998,PLACED,NORTH
ORD00128,CUST0001,2025-11-29 05:52:56.400783,SHIPPED,WEST
ORD00129,CUST0040,2024-08-25 16:08:23.244466,SHIPPED,SOUTH
ORD00130,CUST0266,2026-02-27 07:04:42.923980,CANCELLED,NORTH
ORD00131,CUST0005,2025-06-25 22:04:16.615745,DELIVERED,NORTH
ORD00132,CUST0441,2025-10-15 22:03:10.103777,CANCELLED,SOUTH
ORD00133,CUST0245,2025-06-06 10:14:58.527048,PLACED,SOUTH
ORD00134,CUST0197,2025-03-14 06:38:55.073156,PLACED,NORTH
ORD00135,CUST0053,2025-04-02 11:49:25.408926,DELIVERED,EAST
ORD00136,CUST0452,2025-08-26 03:23:55.232449,DELIVERED,SOUTH
ORD00137,CUST0196,2026-05-24 12:15:45.541702,SHIPPED,SOUTH
ORD00138,CUST0036,2025-01-17 01:44:36.420176,RETURNED,NORTH
ORD00139,CUST0313,2024-07-27 07:21:15.772643,SHIPPED,WEST
ORD00140,CUST0180,2024-10-09 09:05:17.881029,SHIPPED,SOUTH
ORD00141,CUST0471,2026-04-07 09:54:01.838331,CANCELLED,WEST
ORD00142,CUST0441,2026-06-16 08:30:29.100229,SHIPPED,NORTH
ORD00143,UNKNOWN,2024-12-05 03:38:56.144853,PLACED,SOUTH
ORD00144,CUST0386,2025-09-06 11:54:57.716699,PLACED,WEST
ORD00145,CUST0180,2025-10-29 23:51:47.157047,CANCELLED,EAST
ORD00146,CUST0406,2024-11-17 07:32:30.921724,SHIPPED,SOUTH
ORD00147,CUST0142,2026-02-02 19:36:55.414232,PLACED,SOUTH
ORD00148,CUST0284,2025-03-29 05:12:43.351430,RETURNED,EAST
ORD00149,CUST0399,2025-11-16 13:42:16.467240,PLACED,EAST
ORD00150,CUST0106,2025-07-03 22:07:01.781328,RETURNED,SOUTH
ORD00151,CUST0383,2026-01-01 20:02:02.476984,CANCELLED,EAST
ORD00152,CUST0331,2026-04-23 16:13:11.668977,PLACED,SOUTH
ORD00153,CUST0254,2025-04-17 04:21:52.788341,CANCELLED,NORTH
ORD00154,CUST0124,2025-07-02 00:00:00.000000,CANCELLED,NORTH
ORD00155,CUST0271,2025-10-17 06:29:08.646137,PLACED,EAST
ORD00156,CUST0479,2024-10-26 15:01:20.542159,DELIVERED,SOUTH
ORD00157,CUST0199,2024-11-12 05:27:52.866436,RETURNED,WEST
ORD00158,CUST0188,2026-02-22 20:07:12.349054,RETURNED,SOUTH
ORD00159,CUST0391,2025-03-16 06:32:26.656245,CANCELLED,NORTH
ORD00160,CUST0009,2025-10-16 22:47:35.580717,RETURNED,NORTH
ORD00161,CUST0008,2025-09-03 09:17:11.012832,DELIVERED,SOUTH
ORD00162,CUST0021,2026-03-24 00:00:00.000000,PLACED,WEST
ORD00163,CUST0260,2024-09-02 22:22:51.480362,DELIVERED,WEST
ORD00164,CUST0217,2024-11-08 03:42:29.209670,CANCELLED,NORTH
ORD00165,CUST0328,2024-12-26 12:37:05.527454,RETURNED,SOUTH
ORD00166,CUST0143,2025-03-01 06:58:05.034662,PLACED,EAST
ORD00167,CUST0041,2025-02-10 15:31:50.014113,RETURNED,SOUTH
ORD00168,CUST0499,2025-01-24 04:48:30.251987,SHIPPED,EAST
ORD00169,CUST0201,2025-10-26 17:12:18.546010,RETURNED,NORTH
ORD00170,CUST0159,2025-01-26 00:00:00.000000,CANCELLED,SOUTH
ORD00171,CUST0030,2025-06-02 19:21:20.931665,SHIPPED,NORTH
ORD00172,CUST0474,2026-04-04 01:55:11.847074,CANCELLED,NORTH
ORD00173,CUST0233,2025-04-04 02:26:32.976530,RETURNED,NORTH
ORD00174,CUST0159,2025-09-14 13:12:23.692680,SHIPPED,NORTH
ORD00175,CUST0007,2026-06-18 02:44:59.237813,SHIPPED,NORTH
ORD00176,CUST0084,2025-05-11 05:28:06.001757,CANCELLED,EAST
ORD00177,CUST0268,2024-11-24 03:24:55.478298,RETURNED,EAST
ORD00178,CUST0086,2024-07-29 16:36:29.143087,DELIVERED,SOUTH
ORD00179,UNKNOWN,2025-12-26 10:34:03.026879,DELIVERED,NORTH
ORD00180,CUST0395,2025-11-08 09:52:20.534489,PLACED,EAST
ORD00181,CUST0414,2026-05-30 18:54:24.557836,CANCELLED,EAST
ORD00182,CUST0269,2025-12-06 15:53:34.972617,PLACED,EAST
ORD00183,CUST0365,2024-09-09 07:16:02.592096,RETURNED,NORTH
ORD00184,CUST0255,2024-11-11 17:48:17.961787,CANCELLED,EAST
ORD00185,CUST0029,2024-09-26 01:31:14.458468,CANCELLED,SOUTH
ORD00186,CUST0189,2024-08-28 09:59:18.825409,SHIPPED,EAST
ORD00187,CUST0396,2026-04-15 16:23:57.338813,PLACED,NORTH
ORD00188,CUST0117,2025-08-17 10:29:16.734331,RETURNED,NORTH
ORD00189,CUST0023,2024-08-01 01:49:40.221523,PLACED,SOUTH
ORD00190,CUST0024,2025-04-28 19:50:37.612646,CANCELLED,EAST
ORD00191,CUST0197,2026-01-22 15:09:36.112755,SHIPPED,SOUTH
ORD00192,CUST0477,2024-11-09 00:00:00.000000,PLACED,WEST
ORD00193,CUST0115,2025-01-20 12:47:52.632025,DELIVERED,SOUTH
ORD00194,CUST0214,2024-11-03 05:48:23.098415,DELIVERED,EAST
ORD00195,CUST0423,2025-11-03 03:49:22.732590,PLACED,EAST
ORD00196,CUST0062,2026-04-20 15:16:08.178367,RETURNED,NORTH
ORD00197,CUST0092,2025-02-23 19:20:55.080450,SHIPPED,NORTH
ORD00198,CUST0489,2025-01-09 12:50:52.294697,CANCELLED,NORTH
ORD00199,CUST0450,2025-02-05 09:38:07.581038,CANCELLED,EAST
ORD00200,CUST0397,2025-10-13 10:46:10.147696,DELIVERED,EAST
ORD00201,CUST0045,2024-10-16 17:05:53.245790,RETURNED,WEST
ORD00202,CUST0005,2026-03-17 08:06:07.359658,DELIVERED,SOUTH
ORD00203,CUST0150,2024-08-02 16:30:32.502016,RETURNED,EAST
ORD00204,CUST0379,2025-11-09 12:38:08.771621,RETURNED,SOUTH
ORD00205,CUST0238,2026-04-02 07:11:02.267493,DELIVERED,WEST
ORD00206,CUST0396,2025-03-07 08:53:03.193162,SHIPPED,SOUTH
ORD00207,CUST0078,2025-06-25 15:19:37.892020,PLACED,WEST
ORD00208,CUST0013,2026-06-25 00:31:09.468650,SHIPPED,EAST
ORD00209,CUST0326,2025-08-11 16:52:22.333675,PLACED,EAST
ORD00210,CUST0001,2025-01-27 19:26:59.349506,CANCELLED,EAST
ORD00211,CUST0054,2025-06-02 18:25:07.183523,SHIPPED,SOUTH
ORD00212,CUST0215,2026-06-21 01:09:37.566780,CANCELLED,NORTH
ORD00213,CUST0498,2025-12-04 10:00:00.908232,SHIPPED,EAST
ORD00214,CUST0048,2024-11-19 03:19:56.020334,PLACED,SOUTH
ORD00215,CUST0460,2025-09-22 08:10:12.600914,RETURNED,WEST
ORD00216,CUST0359,2025-10-16 18:49:59.150876,DELIVERED,WEST
ORD00217,CUST0499,2025-10-20 00:00:00.000000,PLACED,NORTH
ORD00218,CUST0259,2025-08-28 19:06:58.111118,SHIPPED,WEST
ORD00219,CUST0039,2025-07-30 04:39:24.705254,RETURNED,NORTH
ORD00220,CUST0223,2025-10-22 23:30:47.218219,SHIPPED,SOUTH
ORD00221,CUST0150,2025-02-24 00:26:40.561405,DELIVERED,EAST
ORD00222,CUST0475,2025-03-23 09:59:55.791697,CANCELLED,EAST
ORD00223,CUST0163,2025-08-11 00:48:47.915727,CANCELLED,EAST
ORD00224,CUST0120,2026-02-20 15:21:40.073178,PLACED,SOUTH
ORD00225,CUST0070,2025-05-31 14:05:37.023916,RETURNED,NORTH
ORD00226,CUST0080,2025-04-06 00:20:54.447856,PLACED,SOUTH
ORD00227,CUST0231,2025-01-18 14:25:23.592966,CANCELLED,EAST
ORD00228,CUST0209,2025-02-19 13:42:19.706980,PLACED,EAST
ORD00229,UNKNOWN,2024-07-12 21:13:47.301611,SHIPPED,WEST
ORD00230,CUST0158,2026-02-28 10:27:28.492572,CANCELLED,EAST
ORD00231,CUST0437,2026-03-24 05:24:05.952038,PLACED,NORTH
ORD00232,CUST0081,2025-03-21 00:26:10.096080,DELIVERED,NORTH
ORD00233,CUST0111,2025-06-20 13:21:51.010751,DELIVERED,SOUTH
ORD00234,CUST0047,2024-07-18 21:25:20.726745,SHIPPED,EAST
ORD00235,CUST0203,2026-05-17 09:13:19.146317,RETURNED,NORTH
ORD00236,CUST0347,2026-04-06 00:00:00.000000,DELIVERED,EAST
ORD00237,CUST0420,2025-06-26 07:19:18.193060,SHIPPED,NORTH
ORD00238,CUST0488,2024-07-19 11:43:09.067648,CANCELLED,WEST
ORD00239,CUST0285,2025-05-23 05:47:46.091829,RETURNED,SOUTH
ORD00240,CUST0049,2025-02-11 18:59:22.133893,CANCELLED,NORTH
ORD00241,CUST0412,2024-12-28 17:10:05.264840,SHIPPED,NORTH
ORD00242,CUST0007,2024-07-18 02:09:11.094558,PLACED,SOUTH
ORD00243,CUST0067,2025-04-11 18:09:21.339160,SHIPPED,WEST
ORD00244,CUST0191,2025-05-09 13:57:59.243701,PLACED,EAST
ORD00245,CUST0470,2025-08-26 06:58:50.818479,PLACED,NORTH
ORD00246,CUST0034,2025-04-27 04:12:53.324050,SHIPPED,WEST
ORD00247,CUST0415,2024-11-09 01:58:23.721982,SHIPPED,NORTH
ORD00248,CUST0464,2026-01-02 06:24:26.045654,DELIVERED,NORTH
ORD00249,CUST0022,2025-04-23 12:03:07.679628,CANCELLED,NORTH
ORD00250,CUST0087,2025-04-15 04:48:09.843138,RETURNED,WEST
ORD00251,CUST0421,2025-01-20 22:03:17.250929,CANCELLED,WEST
ORD00252,CUST0016,2025-05-17 06:06:32.460722,CANCELLED,WEST
ORD00253,CUST0089,2025-01-03 19:29:36.899394,DELIVERED,SOUTH
ORD00254,CUST0466,2026-01-22 07:07:45.216132,SHIPPED,EAST
ORD00255,CUST0144,2026-05-08 12:29:40.762742,CANCELLED,SOUTH
ORD00256,CUST0018,2026-02-22 17:37:37.390578,RETURNED,SOUTH
ORD00257,CUST0332,2025-11-24 22:23:44.796876,DELIVERED,WEST
ORD00258,UNKNOWN,2025-02-05 18:25:43.696481,RETURNED,WEST
ORD00259,CUST0032,2026-01-06 12:14:54.604567,PLACED,EAST
ORD00260,CUST0197,2026-02-23 15:15:21.028270,SHIPPED,WEST
ORD00261,CUST0103,2025-05-10 10:26:36.249010,RETURNED,SOUTH
ORD00262,CUST0323,2026-03-28 06:26:52.785829,RETURNED,NORTH
ORD00263,CUST0196,2024-11-23 01:29:09.384582,DELIVERED,WEST
ORD00264,CUST0279,2025-02-09 08:39:23.813152,CANCELLED,EAST
ORD00265,CUST0468,2025-10-21 01:18:29.191084,RETURNED,EAST
ORD00266,CUST0199,2025-10-07 01:20:47.067913,DELIVERED,SOUTH
ORD00267,CUST0014,2025-01-27 14:32:08.822503,DELIVERED,SOUTH
ORD00268,CUST0016,2025-10-10 17:25:52.274315,DELIVERED,NORTH
ORD00269,CUST0415,2024-11-26 23:50:42.723897,CANCELLED,EAST
ORD00270,UNKNOWN,2024-07-26 23:38:29.861077,RETURNED,SOUTH
ORD00271,CUST0499,2024-08-18 01:44:11.400554,SHIPPED,NORTH
ORD00272,CUST0127,2025-08-07 14:27:40.644057,SHIPPED,EAST
ORD00273,CUST0274,2024-11-25 15:22:46.394053,PLACED,SOUTH
ORD00274,CUST0295,2024-09-25 12:37:13.962667,CANCELLED,EAST
ORD00275,CUST0479,2025-01-25 11:00:38.482135,SHIPPED,SOUTH
ORD00276,CUST0122,2025-12-17 06:04:58.073265,RETURNED,EAST
ORD00277,CUST0413,2025-12-25 22:54:10.731693,DELIVERED,NORTH
ORD00278,CUST0361,2024-12-29 21:07:57.844049,DELIVERED,SOUTH
ORD00279,CUST0289,2024-10-30 21:19:30.083033,SHIPPED,WEST
ORD00280,CUST0278,2025-07-08 08:48:38.310392,DELIVERED,SOUTH
ORD00281,UNKNOWN,2025-03-19 13:51:46.329078,PLACED,NORTH
ORD00282,CUST0029,2025-02-25 10:01:25.397416,SHIPPED,SOUTH
ORD00283,CUST0011,2026-02-16 19:24:03.763971,RETURNED,WEST
ORD00284,CUST0001,2026-07-11 19:25:37.016596,DELIVERED,SOUTH
ORD00285,CUST0413,2025-06-16 12:42:15.637679,SHIPPED,EAST
ORD00286,CUST0368,2026-02-10 22:29:20.543891,SHIPPED,EAST
ORD00287,CUST0031,2025-03-11 01:22:17.737734,PLACED,SOUTH
ORD00288,CUST0301,2026-03-21 00:00:00.000000,SHIPPED,NORTH
ORD00289,CUST0434,2026-06-07 23:22:38.581858,RETURNED,EAST
ORD00290,CUST0492,2024-08-22 18:02:53.480335,PLACED,EAST
ORD00291,CUST0361,2026-01-30 09:59:07.261973,CANCELLED,NORTH
ORD00292,CUST0173,2024-09-02 23:05:34.933273,DELIVERED,EAST
ORD00293,CUST0070,2025-06-21 05:59:54.420753,SHIPPED,WEST
ORD00294,CUST0406,2024-11-30 05:02:01.898229,CANCELLED,EAST
ORD00295,CUST0090,2026-03-19 13:04:25.286318,RETURNED,EAST
ORD00296,CUST0115,2026-03-01 19:15:29.686127,RETURNED,SOUTH
ORD00297,CUST0194,2026-03-09 20:07:41.402165,DELIVERED,EAST
ORD00298,CUST0066,2024-10-09 21:46:56.261407,SHIPPED,NORTH
ORD00299,CUST0486,2026-01-24 22:22:19.289188,RETURNED,WEST
ORD00300,CUST0436,2025-01-10 16:17:57.968927,RETURNED,NORTH
ORD00301,CUST0094,2026-01-27 04:21:47.461711,RETURNED,EAST
ORD00302,CUST0472,2025-06-01 09:23:22.019031,RETURNED,SOUTH
ORD00303,CUST0328,2026-01-02 15:11:35.895463,RETURNED,NORTH
ORD00304,CUST0480,2024-08-06 07:05:49.848732,CANCELLED,SOUTH
ORD00305,CUST0170,2025-06-14 10:44:32.852412,PLACED,SOUTH
ORD00306,CUST0178,2026-01-27 00:20:31.425239,DELIVERED,SOUTH
ORD00307,CUST0326,2025-07-28 11:58:18.261840,PLACED,EAST
ORD00308,CUST0229,2026-06-30 05:35:40.288444,PLACED,EAST
ORD00309,CUST0108,2025-06-23 04:57:40.794707,SHIPPED,NORTH
ORD00310,CUST0180,2025-11-22 14:19:49.786586,DELIVERED,NORTH
ORD00311,CUST0369,2025-02-25 19:21:44.705728,PLACED,NORTH
ORD00312,CUST0198,2025-03-05 19:23:58.500547,CANCELLED,WEST
ORD00313,CUST0497,2025-10-15 09:48:59.536479,SHIPPED,WEST
ORD00314,CUST0253,2024-08-12 15:11:38.602682,CANCELLED,EAST
ORD00315,CUST0280,2026-05-28 14:01:28.215877,CANCELLED,NORTH
ORD00316,CUST0425,2025-07-28 08:14:23.477574,CANCELLED,SOUTH
ORD00317,CUST0084,2025-01-13 20:34:05.544382,CANCELLED,NORTH
ORD00318,CUST0410,2025-10-22 05:50:13.901454,PLACED,EAST
ORD00319,CUST0011,2024-12-04 23:32:17.371499,DELIVERED,EAST
ORD00320,CUST0488,2026-04-22 03:10:40.912076,PLACED,NORTH
ORD00321,CUST0176,2026-04-04 16:50:32.904873,SHIPPED,WEST
ORD00322,CUST0083,2024-12-18 21:46:11.558668,PLACED,NORTH
ORD00323,CUST0174,2024-10-03 07:25:06.155058,RETURNED,WEST
ORD00324,CUST0361,2025-10-18 03:28:01.297989,PLACED,WEST
ORD00325,CUST0483,2025-03-06 20:49:31.915164,SHIPPED,WEST
ORD00326,CUST0081,2024-11-12 01:41:32.168084,PLACED,NORTH
ORD00327,CUST0170,2025-01-30 12:03:51.385997,SHIPPED,SOUTH
ORD00328,CUST0210,2024-10-08 05:15:00.175181,RETURNED,EAST
ORD00329,CUST0339,2026-02-09 06:30:02.875304,DELIVERED,EAST
ORD00330,CUST0122,2024-07-19 08:09:53.209636,PLACED,NORTH
ORD00331,CUST0202,2024-08-12 11:49:06.319899,RETURNED,WEST
ORD00332,UNKNOWN,2026-02-05 03:07:21.638278,PLACED,EAST
ORD00333,CUST0002,2025-06-24 23:49:41.676444,CANCELLED,NORTH
ORD00334,CUST0151,2025-09-21 08:07:06.287974,RETURNED,WEST
ORD00335,CUST0103,2025-04-10 02:47:38.137226,PLACED,NORTH
ORD00336,CUST0106,2024-09-16 04:19:46.336754,SHIPPED,EAST
ORD00337,CUST0042,2024-11-05 00:18:16.099656,CANCELLED,NORTH
ORD00338,CUST0158,2024-09-17 14:01:08.312109,CANCELLED,WEST
ORD00339,CUST0251,2025-07-10 00:00:00.000000,DELIVERED,NORTH
ORD00340,CUST0329,2026-05-23 18:48:17.697950,RETURNED,WEST
ORD00341,CUST0095,2026-07-11 02:03:53.019904,DELIVERED,WEST
ORD00342,CUST0190,2025-10-12 11:07:50.818966,SHIPPED,WEST
ORD00343,CUST0023,2024-08-25 11:33:35.095128,DELIVERED,WEST
ORD00344,CUST0239,2025-10-26 15:59:18.691491,DELIVERED,SOUTH
ORD00345,CUST0429,2025-12-07 02:57:32.928154,DELIVERED,NORTH
ORD00346,CUST0078,2026-02-10 23:13:01.652689,PLACED,NORTH
ORD00347,CUST0343,2024-10-12 17:33:26.726186,DELIVERED,WEST
ORD00348,CUST0498,2024-12-29 18:45:02.799644,RETURNED,SOUTH
ORD00349,CUST0284,2026-06-29 21:52:41.496996,PLACED,WEST
ORD00350,CUST0420,2026-02-08 20:17:53.712069,RETURNED,WEST
ORD00351,CUST0495,2026-01-16 13:40:06.943040,RETURNED,WEST
ORD00352,CUST0294,2026-02-21 05:41:42.300487,SHIPPED,WEST
ORD00353,CUST0154,2025-05-29 07:01:11.890890,PLACED,WEST
ORD00354,UNKNOWN,2024-11-30 18:35:08.998574,PLACED,SOUTH
ORD00355,CUST0062,2025-11-28 07:12:38.331657,CANCELLED,SOUTH
